,company_name,industry_group,company_code,CIN code,industry_type,Defaulter,PAT/CE,PAT/sales,PBIT/sales,Cash Profits/TA,CR,QR,CFO/Debt,cash/CL,NWC/sales,INTCOV,Debt/Equity,cash/COS,NWC_cycle,Debtor_days,Creditor_days,RM_cycle,WIP_cycle,FG_cycle,NWC/TA,RE/TA,PBIR/TA,sales/TA,MVE/BVD
539,Jindal Poly Films Ltd.,Plastic films & flexible packaging,109832,L17111UP1974PLC003979,1,0,-0.139787118,-0.095450932,0.106142215,0.126539907,1.695795849,1.129229141,0.293883013,2.35197E-05,0.160969516,,1.071515655,5.94467E-06,5953.2,14.01,30.06,35.05,1.42,21.58,0.199074384,0.397640481,0.131268308,1.236721018,0.49
541,Johnson Lifts Pvt. Ltd.,Mining & construction equipment,110357,U27209TN1981PTC008718,1,0,0.133636407,0.088960904,0.13766558,,1.357678611,0.512258852,,2.65271E-05,0.180815717,17.23,,2.90603E-05,2867.9,76.16,40.45,133.13,176.34,51.83,,,,,
542,Jolly Board Ltd.,Wood & wood products,110411,U20200MH1956PLC009899,1,0,0.083348683,0.159499471,0.218540712,,3.932183908,3.249425287,,0.000574713,0.411966866,97.86,,0.000126119,467.5,16.84,62.25,165.2,3.31,21.7,,,,,0.99
543,Joyalukkas India Pvt. Ltd.,Gems & jewellery,361550,U51398KL2002PTC015372,1,0,0.096256065,0.030391227,0.045797636,0.079625508,1.373838884,0.060143856,-0.093708337,0.006024124,0.106352348,3.68,2.04344013,0.00188634,7845.4,0.33,31.47,17.26,,133.94,0.240507416,0.307107253,0.103567728,2.261420837,
544,Jubilant Foodworks Ltd.,Bakery products,62499,L74899UP1995PLC043677,1,0,0.243858218,0.091427665,0.140288218,,1.489711404,1.355057793,,0.030295222,0.073881371,,,0.00535809,2608.5,2.51,123.77,28.08,0.28,0.75,,,,,1.02
545,Jubilant Life Sciences Ltd.,Other chemical products,110698,L24116UP1978PLC004624,1,0,0.03653376,0.043298842,0.053989371,0.05122494,0.987239122,0.6083866,0.074542263,0.001778976,-0.065187297,2.4,1.042409006,0.000729098,-2222.6,52.22,98.88,60.82,11,16.03,-0.046527401,0.363523321,0.038534887,0.713749511,0.83
546,Juhu Beach Resorts Ltd.,Hotels & restaurants,110777,U55200MH1974PLC017128,1,0,0.082922185,0.091307663,0.120234464,0.141394983,0.868728726,0.788811603,,0.010359627,-0.052516203,8.31,0.344577038,0.003834566,-110.2,10.05,131.06,,,,-0.039437426,0.461009913,0.090290949,0.750957306,
547,K C P Ltd.,Cement,111614,L65991TN1941PLC001128,1,0,0.03768456,0.031683279,0.044914717,0.044022291,0.797874582,0.383254137,0.141386113,0.001029938,-0.099540508,1.25,1.550792324,0.000370152,-1241.3,9.09,35.3,93.59,32.27,3.7,-0.09924604,0.38172907,0.044781847,0.997041728,0.6
548,K E C International Ltd.,Other construction & allied activities,369988,L45200MH2005PLC152061,1,0,0.122229699,0.049189547,0.077371563,0.058163927,1.192547732,1.134729812,0.020143473,0.000763956,0.075612287,3.56,3.405137231,0.000673369,7650.3,174.3,213.96,19.75,3.48,3.93,0.069624706,0.214432954,0.071244668,0.920812056,0.84
550,K L J Organic Ltd.,"Lubricants, etc.",112352,U74899DL1995PLC068170,1,0,0.16904924,0.101195327,0.154894503,0.190622977,1.854928835,1.170795994,,0.001581444,0.13571946,13.93,0.569244909,0.000407697,599.5,41.72,75.08,124.16,3.88,5.14,0.184797016,0.60642397,0.210905952,1.361610308,
551,K L J Plasticizers Ltd.,Organic chemicals,384921,U25200DL2008PLC181088,1,0,0.183004279,0.058396753,0.093423784,,2.09388288,1.369750093,,0.000372995,0.163575806,65.86,,6.70264E-05,2671.7,35.69,43.14,41.82,4.49,7.65,,,,,
552,K L J Polymers & Chemicals Ltd.,Other chemical products,112354,U24119DL1989PLC036883,1,0,0.080148307,0.030990407,0.04755078,,1.610017008,1.134947632,,0.005147256,0.150664559,6.22,,0.001635684,1124.5,91.19,63.28,59.33,1.27,8.37,,,,,
553,K L J Resources Ltd.,Wholesale trading,112355,L67120WB1986PLC041487,1,0,0.109939878,0.037076561,0.061060607,0.083554413,1.773343107,0.822253678,-0.207219049,0.000176937,0.164600188,14.45,1.152806108,4.97148E-05,2467.9,46.73,64.43,80.52,,102.95,0.334041689,0.404128316,0.123917163,2.029412561,
554,K N R Constructions Ltd.,Infrastructural construction,112667,L74210TG1995PLC130199,1,0,0.156853049,0.123181659,0.138556556,0.165030479,1.423598361,1.283926499,0.274430464,0.000660977,0.054649667,12.17,0.637802179,0.000240249,1168,39.83,53.65,43.15,,,0.050423941,0.54404324,0.127842822,0.922676095,0.93
555,K R Pulp & Papers Ltd.,Paper & newsprint,296307,U74899DL1995PLC144059,1,0,0.178067885,0.09856061,0.128889917,0.206100351,2.326664876,1.693340494,0.681516839,0.005639098,0.130431431,20.85,0.298775898,0.000937772,676.9,26.44,34.02,55.02,,6.7,0.206466372,0.610492603,0.204026232,1.58294952,
556,K S E Ltd.,Vegetable oils & products,113137,L15331KL1963PLC002028,1,0,0.054622335,0.007791843,0.012782589,0.042639388,2.789985175,1.346730357,-0.185967504,0.004282655,0.085710272,12.25,0.521692225,0.000216894,1037.3,0.05,3.75,20.73,,7.5,0.525294982,0.632754342,0.078341014,6.128728414,0.96
557,K S Subbiah Pillai & Co. (India) Pvt. Ltd.,Wholesale trading,113290,U15440TN1972PTC006103,1,0,0.048445409,0.075348628,0.144849303,0.074251196,4.438448567,1.141652614,0.06871345,0.009274874,0.91722897,6.5,0.207965947,0.002933333,407.8,49.59,57.12,,,412.71,0.513214196,0.78530078,0.081047068,0.559526806,
558,Kabra Extrusion Technik Ltd.,Industrial machinery,113706,L28900MH1982PLC028535,1,0,0.105711077,0.099902017,0.124765249,,1.87240576,0.745870394,,0.000423549,0.310851637,13.33,,0.00017319,761.4,60.2,109.71,145.76,77.68,,,,,,0.97
559,Kadri Mills (C B E) Pvt. Ltd.,Cotton & blended yarn,113843,U17111TZ1946PTC000083,1,0,0.013164557,0.005698363,0.00297442,0.170586219,1.464219807,0.572072996,0.343598421,0.022964937,0.067973324,1.2,1.549825175,0.003590779,217.1,17.46,19.25,29.35,23.75,22.52,0.14885156,0.37346589,0.006513541,2.189852588,
560,Kailash Health Care Ltd.,Health services,113955,U74899DL1993PLC054864,1,0,0.019500529,0.016593613,0.024342517,0.08123207,1.150771926,1.100295631,0.066290131,0.007336034,0.037570445,1.22,1.739040529,0.002700851,96,97.27,82.19,,,,0.036237355,0.342443002,0.023478786,0.96451759,
561,Kailash Hospitals Ltd.,Health services,396044,U85110DL1998PLC092494,1,0,-0.02340234,-0.014533259,-0.015930688,0.058553792,1.109634551,1.046511628,0.135039718,0.008859358,0.004192286,,0.665687427,0.002229033,1.5,42.08,22.49,,,,0.005291005,0.035978836,-0.02010582,1.262081129,
562,Kaira Can Co. Ltd.,Other non-ferrous metals & metal products,114031,L28129MH1962PLC012289,1,0,0.050957248,0.024591872,0.034942688,0.080703156,1.577745026,0.497420781,0.108791749,,0.120944772,8.64,0.685521886,,174.1,25.72,70.73,55.07,57.23,4.09,0.17389133,0.579704355,0.050239712,1.43777467,0.92
563,Kakinada Seaports Ltd.,Transport logistics services,48917,U24239AP1998PLC098093,1,0,0.14127839,0.450337181,0.577894617,0.225874531,2.417739326,2.390096364,,0.025110783,0.452211681,14.16,0.332937877,0.019654261,1978.2,75.11,2063.85,,,,0.133384578,0.71488389,0.170456078,0.294960488,
564,Kaleesuwari Refinery Pvt. Ltd.,Vegetable oils & products,114421,U15142TN1984PTC010763,1,0,0.113185179,0.018437176,0.028475624,0.066074351,1.135902637,0.633851013,0.054034195,0.000371615,0.018166816,8.24,1.957405615,8.67864E-05,517.4,27.94,82.09,40.79,,13.2,0.048389058,0.327463175,0.075847557,2.663595978,
565,Kalpataru Power Transmission Ltd.,Infrastructural construction,114749,L40100GJ1981PLC004281,1,0,0.105638067,0.056388812,0.09023896,0.063278791,1.493143511,1.352720361,0.107533375,0.008279704,0.234712632,6.33,1.550427795,0.005776533,16703.7,176,152.63,44.35,2.23,6.43,0.207847944,0.291287252,0.079910409,0.885542214,0.94
567,Kalyani Forge Ltd.,Other automobile ancillaries,114969,L28910MH1979PLC020959,1,0,0.043812162,0.024305071,0.035165526,0.07837381,1.351083707,0.902092676,0.264700689,,0.120547563,2.18,1.015238437,,345.2,96.3,85.69,47.82,31.43,7.65,0.153545058,0.449248288,0.044791389,1.273730095,0.58
568,Kamal Encon Inds. Ltd.,Industrial machinery,361975,U74999HR1983PLC016894,1,0,0.118650325,0.202265576,0.297545626,0.120467201,1.677195686,1.286594761,0.886328725,0.003081664,0.206167401,2363,0.214816037,0.001368457,163.8,79.68,33.01,72.78,42.54,,0.111231835,0.58719272,0.160532392,0.539521934,
569,Kamarajar Port Ltd.,Shipping transport infrastructure services,68479,U45203TN1999GOI043322,1,0,0.106491824,0.480733919,0.485677562,0.081204328,0.848059272,,0.223318939,,-0.183959999,2.97,0.759476335,,-1302.4,21.85,314.69,,,,-0.03334716,0.491537749,0.088040701,0.181273972,
570,Kamdhenu Ltd.,Wholesale trading,115446,L27101DL1994PLC134282,1,0,0.083351881,0.018232865,0.034136921,0.084263168,1.484187165,1.217449602,0.116067722,0.001803218,0.087804997,3.8,1.196632625,0.000329762,1082.1,62.11,39.53,17.73,0.5,15.41,0.271939083,0.268471049,0.105724769,3.097079815,0.78
571,Kanpur Plastipack Ltd.,Plastic packaging goods,116315,L25209UP1971PLC003444,1,0,0.063601743,0.048055531,0.062828157,0.083945742,1.326362198,0.741238978,0.177556721,0.000452182,0.057636973,3.78,1.158040082,0.000128568,194.3,56.46,11.74,40.85,35.54,5.97,0.07103945,0.355928485,0.077437754,1.232532631,0.39
572,Kansai Nerolac Paints Ltd.,Paints & varnishes,84205,L24202MH1920PLC000825,1,0,0.1360878,0.090159697,0.13762882,0.137102415,2.758996176,1.42600471,0.139199173,0.031844311,0.254787232,,0.231621244,0.005542309,13207.1,48.62,65.45,41.26,7.96,50.33,0.313138833,0.796182708,0.169148697,1.2290209,1
573,Kanti Bijlee Utpadan Nigam Ltd.,Conventional electricity,371357,U40102DL2006GOI153167,1,0,0.022911586,0.063111605,0.082414527,0.060400469,0.613723973,0.538889395,0.085416631,,-0.183511981,1.48,2.595700447,,-2871.1,68,64.05,30.93,,0.32,-0.058866827,-0.031626234,0.026436866,0.320779205,
574,Karmen International Pvt. Ltd.,Castings & forgings,117175,U28999TN1997PTC039036,1,0,0.131995403,0.17336275,0.246168137,0.14954238,2.279373978,2.188974539,,0.000467181,0.635973061,12.16,0.583291331,0.000290951,547.7,121.05,114.16,64.42,,,0.435893355,0.583844011,0.168722642,0.685395941,
575,Karnataka Antibiotics & Pharmaceuticals Ltd.,Drugs & pharmaceuticals,117227,U24231KA1981GOI004145,1,0,0.078797725,0.040468376,0.066306948,0.070415047,1.894549763,1.449813812,0.076242757,0.038168585,0.266840963,30.09,0.77257466,0.013317585,959.4,99.57,133.16,79.21,14.31,27.6,0.318811684,0.519323431,0.079221081,1.194762902,
576,Karnataka Neeravari Nigam Ltd.,Irrigation,117288,U85110KA1998SGC024503,1,0,-0.022512429,-17.84045849,-17.84045849,-0.027523785,2.273876676,,0.06173211,1.1133E-05,99.27850062,,0.214357219,2.6732E-05,32047.1,819.72,198.43,,,,0.115012974,-0.12534821,-0.020667961,0.001158488,
578,Karuna Management Services Ltd.,Retail trading,117600,U67120WB1995PLC072875,1,0,0.070530234,0.005109665,0.008214825,,1.584615385,0.85972028,,0.000839161,0.029469863,2.38,,4.41456E-05,404.3,11.33,3.42,,,13.94,,,,,
580,Karvy Data Mgmt. Services Ltd.,Business services & consultancy,395544,U72300TG2008PLC058738,1,0,0.042111696,0.04298758,0.067033403,0.094010614,1.450581807,1.424959656,0.321136381,,0.120881302,1.73,2.296079276,,852.6,142.82,36.17,,7.75,2.13,0.111448067,0.139604193,0.061802306,0.921962825,
581,Kasyap Sweetners Ltd.,Organic chemicals,332602,U24119MH1986PLC135077,1,0,0.095848694,0.052271585,0.071086733,0.125860736,1.565182739,0.917568029,0.264447987,0.001138563,0.100544131,5.49,0.586180714,0.000238356,460.1,49.65,20.78,54.14,9.95,3.86,0.169422248,0.626762897,0.119784954,1.685053577,
582,Kennametal India Ltd.,Machine tools,272264,L27109KA1964PLC001546,1,0,0.163168841,0.092925595,0.147087326,,1.942583732,1.059156155,,0.006089604,0.181113384,234,,0.001714006,1682,57.05,69.99,53.89,44.87,37.02,,,,,1.02
583,Kerala Cardamom Processing & Mktg. Co. Ltd.,Wholesale trading,119218,U15495KL1990PLC005656,1,0,0.150550087,0.040043123,0.064377021,,3.416102842,2.269959405,,0.221921516,0.178191899,172.14,,0.01745981,347.1,32.38,11.8,,,33.64,,,,,
584,Kerry Indev Logistics Pvt. Ltd.,Transport logistics services,98305,U63012TN1997PTC037389,1,0,0.114137952,0.049965119,0.067510826,0.107817161,1.635902689,,0.220363788,0.002355954,0.143393048,9.17,0.99571155,0.000654739,1089.4,83.55,34.69,,,,0.227275572,0.368410072,0.107003526,1.584983206,
585,Keva Fragrances Pvt. Ltd.,"Cosmetics, toiletries, soaps & detergents",119589,U24244MH1980PTC023362,1,0,-0.021808818,-0.022240086,0.040996785,,2.3028243,1.751066065,,0.000309004,0.473499464,5.63,,0.00013653,1767.1,182.68,126.7,106.08,16.88,17.52,,,,,
586,Kewal Kiran Clothing Ltd.,Readymade garments,119632,L18101MH1992PLC065136,1,0,0.153569653,0.156847429,0.239196235,,1.95404937,1.564803972,,0.002295189,0.40717452,20.55,,0.001221366,2085.1,109.4,40.28,16.53,26.04,43.93,,,,,0.93
587,Kims Health Care Mgmt. Ltd.,Health services,85570,U85110KL1995PLC009336,1,0,0.07041393,0.102321658,0.178430328,0.103205912,0.910137034,0.82949754,0.69495655,0.005270555,-0.022262174,12.02,0.206320481,0.001639927,-100.3,26.46,93.18,,,,-0.013932104,0.408323147,0.111665185,0.625819536,
588,Kindle Engineering & Construction Pvt. Ltd.,Industrial construction,413852,U45400GJ2010PTC107792,1,0,-0.020843599,-0.134413727,-0.140451223,0.05292657,0.85059761,,0.250694444,0.000199203,0.178423896,0.73,1.583868011,0.000248942,112.3,44.36,203.83,,,,0.026557881,-0.084332506,-0.020905759,0.148847109,
589,Kirloskar Brothers Ltd.,General purpose machinery,121140,L29113PN1920PLC000670,1,0,0.079390479,0.039271772,0.071127242,0.071499654,1.228878769,0.908675321,0.070874218,0.009779802,-0.092512638,5.4,1.244294131,0.005417972,-2057,84.79,119.17,27.95,30.49,27.05,-0.097477988,0.418401873,0.074944792,1.053672129,0.9
590,Kirloskar Oil Engines Ltd.,Engines,383930,L29120PN2009PLC133351,1,0,0.125814371,0.071423356,0.107576311,,2.622598449,2.230629785,,3.23714E-05,0.295506278,132.17,,6.76544E-06,9308.3,41.74,65.23,34.22,3.71,13.19,,,,,1.08
591,Kirloskar Pneumatic Co. Ltd.,General purpose machinery,111844,L29120PN1974PLC110307,1,0,0.123331697,0.077804686,0.11549617,0.109992631,1.922566616,1.567537685,0.193445156,3.68555E-05,0.351514981,530.53,0.607684914,1.56732E-05,2496.6,100.94,120.5,62.51,15.34,1.99,0.347121227,0.661554718,0.114052528,0.987500521,1.04
592,Kkalpana Industries (India) Ltd.,"Plastic furniture, floorings & miscellaneous items",114686,L19202WB1985PLC039431,1,0,0.055942529,0.012746142,0.020188854,0.060336199,1.332967916,0.950157129,0.373063067,0.000462861,0.044795574,1.7,1.446628155,9.88492E-05,900.4,59.73,54.79,25.66,,6.4,0.115539587,0.316296677,0.052072373,2.579263442,0.6
593,Kokuyo Camlin Ltd.,Diversified manufacturing,41764,L24223MH1946PLC005434,1,0,0.035989961,0.022068645,0.033669203,0.06633287,1.31507102,0.580151264,,0.000442723,0.098452291,2.98,1.198810672,0.000183728,678.1,61,61.91,31.69,16.76,76.54,0.123912726,0.109330458,0.042376288,1.258606827,0.82
594,Kolte Patil Developers Ltd.,Other construction & allied activities,122049,L45200PN1991PLC129428,1,0,0.063702087,0.169778234,0.229999358,0.020181048,1.193765515,0.131782245,-0.007461705,6.25813E-05,0.457197237,3.82,2.12068266,0.000243922,2137.9,84.9,143.46,50,896.5,130.14,0.086863425,0.160192912,0.043697841,0.189991143,0.8
601,Krishi Rasayan Exports Pvt. Ltd.,Wholesale trading,336710,U24219WB1995PTC074696,1,0,0.066283587,0.043002284,0.066761177,0.062128255,2.293646626,1.392010151,0.093296114,0.009932616,0.277283348,9.03,0.618078395,0.003145656,2112.4,98.68,38.18,83.54,5.91,15.22,0.351943486,0.612518952,0.084737009,1.26925576,
603,Krohne Marshall Pvt. Ltd.,Miscellaneous manufactured articles,123682,U31909PN1984PTC033201,1,0,0.399094112,0.177008929,0.258872768,,2.229823979,1.473596812,,0.000996347,0.208035714,1127.5,,0.000223947,372.8,55.38,84.36,44.21,34.01,8.51,,,,,
605,Kumar Organic Products Ltd.,Organic chemicals,124315,U85110KA1991PLC012095,1,0,0.073420261,0.048189598,0.071933289,0.077392497,1.711082363,1.340089119,,0.000718701,0.188193987,9.75,0.500923033,0.000231889,428.8,94.47,91.2,28.87,5.53,28.12,0.202847817,0.534698898,0.077534415,1.077865557,
606,Kusumgar Corporates Pvt. Ltd.,Man-made filaments & fibres,124940,U65990MH1990PTC056871,1,0,0.121730861,0.073584363,0.130593082,0.174471397,1.746268657,1.100526778,0.249631811,0.001316945,0.162882054,7.29,0.543961546,0.000332189,170,47.63,47.67,47.06,,32.46,0.220521468,0.272408873,0.17680633,1.353872098,
610,L & T Hydrocarbon Engg. Ltd.,Industrial construction,396550,U11200MH2009PLC191426,1,0,0.194103486,0.0435096,0.0763469,0.057511056,0.993598073,0.99263799,,0.033064593,-0.004493393,38.71,5.243447971,0.026656191,-572.9,67.32,108.57,0.83,0.59,,-0.004612317,0.018469394,0.078367518,1.026466276,
613,L & T Shipbuilding Ltd.,Other transport equipment & ancillaries,380008,U74900TN2007PLC065356,1,0,-0.213980102,-0.507419994,-0.470478938,-0.098055185,0.633510037,0.546108928,-0.023417333,1.34546E-05,-0.816614918,,-9.167215631,2.24469E-05,-6680.4,59.69,113.24,17.85,63.13,,-0.261569243,-1.354683101,-0.150698716,0.320309166,
614,L & T Special Steels & Heavy Forgings Pvt. Ltd.,Castings & forgings,396551,U27109MH2009PTC193699,1,0,-0.178280294,-1.014417833,-1.014370406,-0.12628889,0.161746364,0.072873461,-0.011660034,,-7.066682476,,-3.785076981,,-14900.1,73.6,100.64,261.84,90.67,,-1.110092085,-1.365784062,-0.159345572,0.157088151,
615,L & T Technology Services Ltd.,Business services & consultancy,468516,L72900MH2012PLC232169,1,0,0.281232425,0.147711952,0.202631851,,2.878787879,,,0.080555556,0.276835956,857.91,,0.016398077,13121,77.12,132.75,,,,,,,,1.01
616,L & T Valves Ltd.,General purpose machinery,24485,U74999MH1961PLC012188,1,0,-0.299160845,-0.197056541,-0.117751971,-0.068038532,1.341354524,0.788943857,0.020464925,,0.199724987,,1.326727712,,1467,187.77,136.04,119.37,12.1,23.91,0.143615147,0.41216666,-0.084671261,0.719064495,
617,L & T-M H P S Turbine Generators Pvt. Ltd.,Boilers & turbines,379675,U31101MH2006PTC166541,1,0,0.0333702,0.056637784,0.122362974,0.086770968,1.219910539,1.19244361,0.214925972,,0.29746025,2.13,6.428511706,,2392.8,258.46,133.04,30.56,,,0.112217908,-0.204888664,0.046161855,0.377253456,
618,L & W Construction Pvt. Ltd.,Other construction & allied activities,464458,U45201KA2006PTC039095,1,0,0.119223071,0.028445226,0.044246923,,1.134824887,0.898805681,,0.000322789,-0.004091511,8.8,,0.00018148,-37.7,40.35,22.29,,0.58,50.82,,,,,
620,L T Foods Ltd.,Other agricultural products,125758,L74899DL1990PLC041790,1,0,0.036188187,0.024842823,0.038602346,0.047845381,1.558150063,0.486632991,0.231034031,0.002001477,0.207965752,2.09,0.997647087,0.000821853,4561.5,54.92,22.84,66.38,,101.96,0.271349879,0.224343264,0.05036763,1.304781564,0.53
621,La-Gajjar Machineries Pvt. Ltd.,General purpose machinery,125877,U17110GJ1981PTC004263,1,0,0.095116106,0.027109782,0.050144852,0.108835606,1.162497249,0.679260509,0.408392705,7.33622E-05,-0.007749017,3.02,3.455058717,2.51471E-05,-32.9,58.55,73.88,35.61,21.51,32.96,-0.01667765,0.184620064,0.107923151,2.152227911,
622,Lakshmi Card Clothing Mfg. Co. Pvt. Ltd.,Industrial machinery,126342,U17219TZ1960PTC000343,1,0,0.042003621,0.027213012,0.042305286,0.04743986,1.029196189,0.473491327,0.154821407,0.001343758,0.018533,1.63,1.228177871,0.000966693,23.7,46.81,24.2,231.86,35.37,41.5,0.015925279,0.431931192,0.036352641,0.859293106,
623,Lakshmi Electrical Control Systems Ltd.,Other electronics,126361,L31200TZ1981PLC001124,1,0,0.083922407,0.053505922,0.068546274,,2.798325723,2.029680365,,0.000380518,0.244051986,1305,,5.49874E-05,465.7,86.79,47.06,28.22,9.81,4.18,,,,,1.08
624,Lakshmi Electrical Drives Ltd.,"Generators, transformers & switchgears",297361,U31200TZ1983PLC001258,1,0,0.051047507,0.061137943,0.08575804,,0.790160047,0.54179016,,0.000395179,-0.173283072,3.81,,0.000259302,-147.1,63.44,75.35,40.62,28.85,19.49,,,,,
626,Lakshmi Ring Travellers (Coimbatore) Pvt. Ltd.,Diversified manufacturing,126435,U17111TZ1974PTC000712,1,0,0.15075148,0.127659574,0.185318506,0.18231553,3.003288122,1.99054665,0.873435824,0.00082203,0.277624221,22.34,0.236512768,0.000157381,431.9,84.97,57.67,77.71,49.23,10.42,0.29535663,0.786158791,0.197155167,1.063871982,
627,Larsen & Toubro Infotech Ltd.,Computer software,127105,L72900MH1996PLC104693,1,0,0.31629393,0.165607598,0.220462098,,3.199044378,,,0.035214033,0.367489222,1305.93,,0.007396816,32733,64.26,132.8,,,,,,,,1.01
628,Larsen & Toubro Ltd.,Industrial construction,127106,L99999MH1946PLC004768,1,0,0.106430607,0.077141928,0.112532233,0.084292482,1.288063598,1.243723096,0.029919855,0.002429583,0.116311988,5.86,1.434702062,0.002210522,100684.1,117.28,187.57,7.59,8.02,2.73,0.078923137,0.342119433,0.076358396,0.678546879,0.99
629,Lavino Kapur Cottons Pvt. Ltd.,Other agricultural products,127330,U24100MH1974PTC017112,1,0,0.087686126,0.083016335,0.092190647,,,,,0.023316062,0.117028418,15.17,,0.002214567,52.3,35.49,38.41,144.55,9.33,11.41,,,,,
630,Laxcon Steels Ltd.,Steel,127384,U27100GJ1999PLC036413,1,0,0.060086595,0.025601767,0.03954469,0.072313234,1.289185345,0.700818884,0.001480465,0.000384453,0.07587661,2.66,2.157189593,0.000133749,604.6,50.04,20.67,29.8,,56.73,0.149166091,0.226068292,0.077741044,1.965903484,
631,Laxmi Organic Inds. Ltd.,Other chemical products,127507,U24200MH1989PLC051736,1,0,0.133652674,0.059654033,0.088217687,0.134961611,1.274776831,0.963253195,-0.000357606,0.000634003,0.05961516,14.26,1.178568606,0.00021503,766.8,71.65,62.07,40.8,1.65,4.73,0.092715072,0.38632489,0.137198477,1.555226407,
632,Laxmi Snacks Pvt. Ltd.,Processed foods,127539,U15499GJ2001PTC039137,1,0,0.161657241,0.060585854,0.092236247,0.200827586,0.968085106,0.629849812,1.17164533,0.000938673,-0.00242915,13.88,0.303300496,7.85094E-05,-10.2,1.21,13.18,5.59,0.16,3.32,-0.005627586,0.764524138,0.213682759,2.316689655,
633,Leayan Global Pvt. Ltd.,Footwear,407650,U19116UP2009PTC038499,1,0,0.010620286,0.010324318,0.001496278,0.016359272,1.40481074,0.656628753,0.253593947,0.010535148,0.155538099,1.31,1.003543407,0.0042311,415.8,47.73,55.75,88.89,41.12,81.56,0.131316321,0.471260738,0.001263264,0.844271097,
634,Lifelong India Pvt. Ltd.,Other automobile ancillaries,357786,U32204DL1985PTC020988,1,0,0.056270418,0.015847384,0.020672951,0.084172548,0.903798367,0.784788782,0.134185542,0.000798722,-0.042003079,2.75,1.129337273,0.000174024,-223.7,35.42,69.73,7.32,2.22,3.11,-0.088692411,0.405915471,0.043652367,2.111569265,
635,Lifestyle International Pvt. Ltd.,Retail trading,128587,U52190KA1997PTC046775,1,0,0.285412262,0.053990282,0.081585315,0.152896207,1.109452736,0.21840796,0.241173545,0.004975124,0.029861292,100.33,1.44676259,0.001451589,2240,3.28,88.8,,,107.99,0.065862981,0.312555131,0.179947074,2.205630697,
636,Linc Pen & Plastics Ltd.,Other consumer goods,128783,L36991WB1994PLC065583,1,0,0.029682479,0.014679739,0.025076766,0.068621335,1.735127827,0.872295969,0.306512272,0.000983284,0.117087755,2.53,0.818933377,0.000223395,434.7,43.84,35.93,94.21,1.81,45.55,0.193699314,0.390428661,0.041484716,1.654308885,0.83
637,Lincoln Parenteral Ltd.,Drugs & pharmaceuticals,360822,U24231GJ1991PLC015674,1,0,0.071535581,0.02681078,0.049831555,0.078178521,1.43711265,1.110462997,0.197732105,0.000729129,0.149213925,2.38,1.318075666,0.000300752,106.3,60,43.95,49.7,17.98,7.53,0.214184969,0.113842434,0.071529317,1.435422124,
638,Lincoln Pharmaceuticals Ltd.,Drugs & pharmaceuticals,128795,L24230GJ1995PLC024288,1,0,0.157450544,0.132105934,0.166860218,0.137289612,2.296975652,1.975215635,0.547325544,0.004804018,0.293811075,16.2,0.355255141,0.00147172,1037.3,109.63,68.13,60.83,8.55,24.8,0.291466464,0.500098345,0.165528675,0.992020006,0.93
